test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,2,137,14,9,1,914,0,0,0,0
13,3,137,14,9,3,841,0,0,0,0
13,0,138,14,10,3,0,1,0,0,0
13,1,138,14,10,3,906,0,0,0,906
13,2,138,14,10,1,916,0,0,0,0
13,3,138,14,10,3,842,0,0,0,0
13,0,139,14,11,3,0,1,0,0,0
13,1,139,14,11,3,907,0,0,0,907
13,2,139,14,11,1,918,0,0,0,0
13,3,139,14,11,3,843,0,0,0,0
13,0,140,14,12,3,0,1,0,0,0
13,1,140,14,12,3,908,0,0,0,908
13,2,140,14,12,1,920,0,0,0,0
13,3,140,14,12,3,844,0,0,0,0
13,0,141,14,13,3,0,1,0,0,0
13,1,141,14,13,3,909,0,0,0,909
13,2,141,14,13,1,922,0,0,0,0
13,3,141,14,13,3,845,0,0,0,0
13,0,142,14,14,3,0,1,0,0,0
13,1,142,14,14,3,910,0,0,0,910
13,2,142,14,14,1,924,0,0,0,0
13,3,142,14,14,3,846,0,0,0,0
13,0,143,14,15,3,0,1,0,0,0
13,1,143,14,15,3,911,0,0,0,911
13,2,143,14,15,1,926,0,0,0,0
13,3,143,14,15,3,847,0,0,0,0
13,0,144,14,16,3,0,1,0,0,0
13,1,144,14,16,3,912,0,0,0,912
13,2,144,14,16,1,928,0,0,0,0
13,3,144,14,16,3,848,0,0,0,0
13,0,145,14,17,3,0,1,0,0,0
13,1,145,14,17,3,913,0,0,0,913
13,2,145,14,17,1,930,0,0,0,0
13,3,145,14,17,3,849,0,0,0,0
13,0,146,14,18,3,0,1,0,0,0
13,1,146,14,18,3,914,0,0,0,914
13,2,146,14,18,1,932,0,0,0,0
13,3,146,14,18,3,850,0,0,0,0
13,0,147,14,19,3,0,1,0,0,0
13,1,147,14,19,3,915,0,0,0,915
13,2,147,14,19,1,934,0,0,0,0
13,3,147,14,19,3,851,0,0,0,0
13,0,148,14,20,3,0,1,0,0,0
13,1,148,14,20,3,916,0,0,0,916
13,2,148,14,20,1,936,0,0,0,0
13,3,148,14,20,3,852,0,0,0,0
13,0,149,14,21,3,0,1,0,0,0
13,1,149,14,21,3,917,0,0,0,917
13,2,149,14,21,1,938,0,0,0,0
13,3,149,14,21,3,853,0,0,0,0
13,0,150,14,22,3,0,1,0,0,0
13,1,150,14,22,3,918,0,0,0,918
13,2,150,14,22,1,940,0,0,0,0
13,3,150,14,22,3,854,0,0,0,0
13,0,151,14,23,3,0,1,0,0,0
13,1,151,14,23,3,919,0,0,0,919
13,2,151,14,23,1,942,0,0,0,0
13,3,151,14,23,3,855,0,0,0,0
13,0,152,14,24,3,0,1,0,0,0
13,1,152,14,24,3,920,0,0,0,920
13,2,152,14,24,1,944,0,0,0,0
13,3,152,14,24,3,856,0,0,0,0
13,0,153,14,25,3,0,1,0,0,0
13,1,153,14,25,3,921,0,0,0,921
13,2,153,14,25,1,946,0,0,0,0
13,3,153,14,25,3,857,0,0,0,0
13,0,154,14,26,3,0,1,0,0,0
13,1,154,14,26,3,922,0,0,0,922
13,2,154,14,26,1,948,0,0,0,0
